data_type,z,D_ratio,bin,ell,cl_ratio_val
growth,0.7448405253283302,1.1870433940953122,,,
growth,0.7467166979362101,1.1875332823976765,,,
growth,0.7485928705440901,1.1880225834195626,,,
growth,0.7504690431519699,1.1885123523908525,,,
growth,0.7523452157598499,1.1890019509209282,,,
growth,0.7542213883677298,1.189491605244388,,,
growth,0.7560975609756098,1.1899815008577714,,,
growth,0.7579737335834896,1.1904710451937326,,,
growth,0.7598499061913696,1.1909610812847642,,,
growth,0.7617260787992496,1.1914506764377313,,,
growth,0.7636022514071295,1.1919406095505496,,,
growth,0.7654784240150094,1.192430493796941,,,
growth,0.7673545966228893,1.1929203125478798,,,
growth,0.7692307692307693,1.193410469750742,,,
growth,0.7711069418386491,1.1939001592933998,,,
growth,0.7729831144465291,1.1943903488680445,,,
growth,0.774859287054409,1.1948801369157471,,,
growth,0.776735459662289,1.195370200561737,,,
growth,0.7786116322701688,1.195860247541953,,,
