logM200,log10c_ref,c_ref,inside_support_effective_R1,ratio_bpb_effective_R1,delta_bpb_effective_R1,inside_support_effective_R2pi,ratio_bpb_effective_R2pi,delta_bpb_effective_R2pi
12.296820083682007,0.8683623082927642,7.385200803903934,1,1.0201128793031122,0.02011287930311223,1,0.9998933426634038,-0.00010665733659620535
12.311799163179916,0.8651329265989474,7.330488665947874,1,1.0207413208338987,0.02074132083389868,1,0.9998794817794401,-0.00012051822055991757
12.326778242677824,0.8618478915459455,7.275249496361788,1,1.0212083979692552,0.02120839796925522,1,0.9998578174286598,-0.0001421825713402436
12.34175732217573,0.8585072031337584,7.219501369789554,1,1.0216754751046118,0.021675475104611763,1,0.9998141514569422,-0.0001858485430578094
12.35673640167364,0.8551108613623852,7.163262418432328,1,1.0221425522399683,0.022142552239968305,1,0.9997704854852245,-0.00022951451477548623
12.371715481171549,0.8516588662318268,7.106550822349773,1,1.0226096293753248,0.022609629375324847,1,0.999726819513507,-0.00027318048649305204
12.386694560669456,0.8481512177420832,7.049384799805605,1,1.0230767065106814,0.02307670651068139,1,0.9996831535417894,-0.00031684645821061785
12.401673640167363,0.8445879158931543,6.991782597664636,1,1.023543783646038,0.02354378364603793,1,0.9996394875700717,-0.0003605124299282947
12.416652719665272,0.8409689606850395,6.933762481848171,1,1.0239525251045771,0.023952525104577127,1,0.9995958215983541,-0.0004041784016458605
12.43163179916318,0.8372943521177396,6.875342727854671,1,1.0241497405221576,0.02414974052215757,1,0.9995486106629962,-0.000451389337003838
12.446610878661087,0.8335640901912542,6.8165416113522745,1,1.0243469559397378,0.02434695593973779,1,0.9994319642112769,-0.0005680357887231091
12.461589958158996,0.8297781749055831,6.757377398849964,1,1.0245441713573182,0.024544171357318234,1,0.9993153177595576,-0.0006846822404423802
12.476569037656903,0.825936606260727,6.697868338453716,1,1.0247413867748985,0.024741386774898455,1,0.9991986713078382,-0.0008013286921617624
12.491548117154812,0.8220393842566849,6.638032650714018,1,1.024938602192479,0.024938602192478898,1,0.999082024856119,-0.0009179751438810335
12.50652719665272,0.8180865088934578,6.5778885195710295,1,1.0251358176100591,0.02513581761005912,1,0.9989653784043997,-0.0010346215956003046
12.521506276150628,0.8140779801710449,6.517454083403337,1,1.0253320888164728,0.025332088816472753,1,0.9988487319526803,-0.0011512680473196868
